event_id,commence,home,away,book,market,side,line,price,updated,pulled_at
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,fanduel,totals,under,25.5,-130,2026-09-20T19:10:23Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betrivers,ml,home,,-835,2026-09-20T19:10:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betrivers,ml,away,,510,2026-09-20T19:10:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betrivers,spreads,home,-7.0,-125,2026-09-20T19:10:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betrivers,spreads,away,7.0,-103,2026-09-20T19:10:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betrivers,totals,over,24.5,-112,2026-09-20T19:10:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betrivers,totals,under,24.5,-115,2026-09-20T19:10:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betmgm,ml,home,,-750,2026-09-20T19:10:44Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betmgm,ml,away,,525,2026-09-20T19:10:44Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betmgm,spreads,home,-7.5,115,2026-09-20T19:10:44Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betmgm,spreads,away,7.5,-150,2026-09-20T19:10:44Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betmgm,totals,over,23.5,-102,2026-09-20T19:10:44Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,betmgm,totals,under,23.5,-130,2026-09-20T19:10:44Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,pinnacle,ml,home,,-525,2026-09-20T19:07:34Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,pinnacle,ml,away,,387,2026-09-20T19:07:34Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,pinnacle,spreads,home,-7.5,-103,2026-09-20T19:07:34Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,pinnacle,spreads,away,7.5,-118,2026-09-20T19:07:34Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,pinnacle,totals,over,29.0,-114,2026-09-20T19:07:34Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,pinnacle,totals,under,29.0,-110,2026-09-20T19:07:34Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,bovada,ml,home,,-750,2026-09-20T19:09:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,bovada,ml,away,,450,2026-09-20T19:09:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,bovada,spreads,home,-7.0,-125,2026-09-20T19:09:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,bovada,spreads,away,7.0,-105,2026-09-20T19:09:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,bovada,totals,over,23.5,-110,2026-09-20T19:09:43Z,1789931445.111209
9d14f87600f6edc74dbcb5c74edf6246,2026-09-20T17:02:22Z,NE,PIT,bovada,totals,under,23.5,-120,2026-09-20T19:09:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,draftkings,ml,home,,-990,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,draftkings,ml,away,,630,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,draftkings,spreads,home,-7.5,-149,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,draftkings,spreads,away,7.5,113,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,draftkings,totals,over,36.5,-110,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,draftkings,totals,under,36.5,-120,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,fanduel,ml,home,,-1400,2026-09-20T19:10:23Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,fanduel,ml,away,,680,2026-09-20T19:10:23Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,fanduel,spreads,home,-7.5,-154,2026-09-20T19:10:23Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,fanduel,spreads,away,7.5,116,2026-09-20T19:10:23Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,fanduel,totals,over,37.5,100,2026-09-20T19:10:23Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,fanduel,totals,under,37.5,-132,2026-09-20T19:10:23Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betrivers,ml,home,,-1115,2026-09-20T19:10:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betrivers,ml,away,,600,2026-09-20T19:10:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betrivers,spreads,home,-7.5,-130,2026-09-20T19:10:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betrivers,spreads,away,7.5,100,2026-09-20T19:10:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betrivers,totals,over,36.0,-115,2026-09-20T19:10:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betrivers,totals,under,36.0,-112,2026-09-20T19:10:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betmgm,ml,home,,-1000,2026-09-20T19:10:44Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betmgm,ml,away,,575,2026-09-20T19:10:44Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betmgm,spreads,home,-8.5,115,2026-09-20T19:10:44Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betmgm,spreads,away,8.5,-155,2026-09-20T19:10:44Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betmgm,totals,over,36.5,-120,2026-09-20T19:10:44Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,betmgm,totals,under,36.5,-108,2026-09-20T19:10:44Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,pinnacle,ml,home,,-915,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,pinnacle,ml,away,,642,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,pinnacle,spreads,home,-8.0,-115,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,pinnacle,spreads,away,8.0,-104,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,pinnacle,totals,over,37.5,-105,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,pinnacle,totals,under,37.5,-117,2026-09-20T19:10:22Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,bovada,ml,home,,-900,2026-09-20T19:09:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,bovada,ml,away,,500,2026-09-20T19:09:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,bovada,spreads,home,-8.0,100,2026-09-20T19:09:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,bovada,spreads,away,8.0,-130,2026-09-20T19:09:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,bovada,totals,over,37.5,-110,2026-09-20T19:09:43Z,1789931445.111209
2143ade9684fd876b68a4e8cbf451f05,2026-09-20T17:02:38Z,BAL,NO,bovada,totals,under,37.5,-120,2026-09-20T19:09:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,draftkings,ml,home,,-126,2026-09-20T19:10:22Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,draftkings,ml,away,,-104,2026-09-20T19:10:22Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,draftkings,spreads,home,-1.5,106,2026-09-20T19:10:22Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,draftkings,spreads,away,1.5,-139,2026-09-20T19:10:22Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,draftkings,totals,over,22.5,101,2026-09-20T19:10:22Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,draftkings,totals,under,22.5,-132,2026-09-20T19:10:22Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,fanduel,ml,home,,-136,2026-09-20T19:10:23Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,fanduel,ml,away,,106,2026-09-20T19:10:23Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,fanduel,spreads,home,-1.5,-102,2026-09-20T19:10:23Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,fanduel,spreads,away,1.5,-130,2026-09-20T19:10:23Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,fanduel,totals,over,22.5,-102,2026-09-20T19:10:23Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,fanduel,totals,under,22.5,-130,2026-09-20T19:10:23Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betrivers,ml,home,,-134,2026-09-20T19:10:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betrivers,ml,away,,105,2026-09-20T19:10:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betrivers,spreads,home,-1.0,-112,2026-09-20T19:10:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betrivers,spreads,away,1.0,-115,2026-09-20T19:10:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betrivers,totals,over,22.0,-110,2026-09-20T19:10:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betrivers,totals,under,22.0,-117,2026-09-20T19:10:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betmgm,ml,home,,-125,2026-09-20T19:10:44Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betmgm,ml,away,,-102,2026-09-20T19:10:44Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betmgm,spreads,home,-1.5,105,2026-09-20T19:10:44Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betmgm,spreads,away,1.5,-140,2026-09-20T19:10:44Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betmgm,totals,over,21.5,-118,2026-09-20T19:10:44Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,betmgm,totals,under,21.5,-110,2026-09-20T19:10:44Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,pinnacle,ml,home,,-103,2026-09-20T19:07:34Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,pinnacle,ml,away,,-117,2026-09-20T19:07:34Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,pinnacle,spreads,home,1.5,-111,2026-09-20T19:07:34Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,pinnacle,spreads,away,-1.5,-109,2026-09-20T19:07:34Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,pinnacle,totals,over,28.5,106,2026-09-20T19:07:34Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,pinnacle,totals,under,28.5,-133,2026-09-20T19:07:34Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,bovada,ml,home,,-125,2026-09-20T19:09:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,bovada,ml,away,,-105,2026-09-20T19:09:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,bovada,spreads,home,-1.0,-105,2026-09-20T19:09:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,bovada,spreads,away,1.0,-125,2026-09-20T19:09:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,bovada,totals,over,22.0,-120,2026-09-20T19:09:43Z,1789931445.111209
0283a29e1b38ef78b29b904fd56a16dd,2026-09-20T17:02:38Z,CHI,MIN,bovada,totals,under,22.0,-110,2026-09-20T19:09:43Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,draftkings,ml,away,,-379,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,draftkings,ml,home,,274,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,draftkings,spreads,away,-6.5,-115,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,draftkings,spreads,home,6.5,-114,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,draftkings,totals,over,29.5,-132,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,draftkings,totals,under,29.5,100,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,fanduel,ml,away,,-430,2026-09-20T19:10:23Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,fanduel,ml,home,,300,2026-09-20T19:10:23Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,fanduel,spreads,away,-6.5,-110,2026-09-20T19:10:23Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,fanduel,spreads,home,6.5,-120,2026-09-20T19:10:23Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,fanduel,totals,over,29.5,-132,2026-09-20T19:10:23Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,fanduel,totals,under,29.5,100,2026-09-20T19:10:23Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betrivers,ml,away,,-400,2026-09-20T19:10:43Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betrivers,ml,home,,285,2026-09-20T19:10:43Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betrivers,spreads,away,-6.5,-120,2026-09-20T19:10:43Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betrivers,spreads,home,6.5,-109,2026-09-20T19:10:43Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betrivers,totals,over,29.5,-112,2026-09-20T19:10:43Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betrivers,totals,under,29.5,-115,2026-09-20T19:10:43Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betmgm,ml,away,,-375,2026-09-20T19:10:44Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betmgm,ml,home,,300,2026-09-20T19:10:44Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betmgm,spreads,away,-6.5,-108,2026-09-20T19:10:44Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betmgm,spreads,home,6.5,-120,2026-09-20T19:10:44Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betmgm,totals,over,29.5,-130,2026-09-20T19:10:44Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,betmgm,totals,under,29.5,105,2026-09-20T19:10:44Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,pinnacle,ml,away,,-360,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,pinnacle,ml,home,,292,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,pinnacle,spreads,away,-6.5,-110,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,pinnacle,spreads,home,6.5,-106,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,pinnacle,totals,over,31.5,105,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,pinnacle,totals,under,31.5,-127,2026-09-20T19:10:22Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,bovada,ml,away,,-335,2026-09-20T19:09:43Z,1789931445.111209
36ad2fa722f4915ef23d2c81351261de,2026-09-20T17:02:38Z,HOU,CIN,bovada,ml,home,,240,2026-09-20T19:09:43Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,draftkings,ml,away,,800,2026-09-20T19:10:22Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,draftkings,ml,home,,-1320,2026-09-20T19:10:22Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,draftkings,spreads,away,9.5,-112,2026-09-20T19:10:22Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,draftkings,spreads,home,-9.5,-117,2026-09-20T19:10:22Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,draftkings,totals,over,38.5,102,2026-09-20T19:10:22Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,draftkings,totals,under,38.5,-134,2026-09-20T19:10:22Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,fanduel,ml,away,,830,2026-09-20T19:10:23Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,fanduel,ml,home,,-2000,2026-09-20T19:10:23Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,fanduel,spreads,away,9.5,-125,2026-09-20T19:10:23Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,fanduel,spreads,home,-9.5,-106,2026-09-20T19:10:23Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,fanduel,totals,over,37.5,-130,2026-09-20T19:10:23Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,fanduel,totals,under,37.5,-102,2026-09-20T19:10:23Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betrivers,ml,away,,850,2026-09-20T19:10:43Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betrivers,ml,home,,-2000,2026-09-20T19:10:43Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betrivers,spreads,away,9.0,-113,2026-09-20T19:10:43Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betrivers,spreads,home,-9.0,-114,2026-09-20T19:10:43Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betrivers,totals,over,38.0,-114,2026-09-20T19:10:43Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betrivers,totals,under,38.0,-114,2026-09-20T19:10:43Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betmgm,ml,away,,775,2026-09-20T19:10:44Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betmgm,ml,home,,-1100,2026-09-20T19:10:44Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betmgm,spreads,away,9.5,-110,2026-09-20T19:10:44Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betmgm,spreads,home,-9.5,-118,2026-09-20T19:10:44Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betmgm,totals,over,37.5,-130,2026-09-20T19:10:44Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,betmgm,totals,under,37.5,-102,2026-09-20T19:10:44Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,pinnacle,ml,away,,928,2026-09-20T19:07:34Z,1789931445.111209
0636ebff776d43f8c829a36713c80b22,2026-09-20T17:02:40Z,TB,CLE,pinnacle,ml,home,,-1352,2026-09-20T19:07:34Z,1789931445.111209
